[11-04 19:55:52] p23715 {train_imagenet.py:172} INFO - Namespace(arch='resnetv1.resnet50', batch_size=64, dali_cpu=False, data='/media/ssd2/ilsvrc12/', distributed=True, dynamic_loss_scale=False, epochs=90, fp16=False, gamma=0.1, imcrop=112, imsize=128, local_rank=0, lr=0.1, milestones=[30, 60, 80], momentum=0.9, print_freq=50, resume='', start_epoch=0, static_loss_scale=128, stepsize=None, tmp='work-dirs/resnet50-run-1', use_rec=False, warmup_epochs=5, weight_decay=0.0001, workers=4)
[11-04 19:56:22] p23715 {train_imagenet.py:210} INFO - SGD (
Parameter Group 0
    dampening: 0
    lr: 0.1
    momentum: 0.9
    nesterov: False
    weight_decay: 0.0001
)
[11-04 19:56:23] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[0/5005]	Batch Time 0.957 (0.957)	Data Time 0.000 (0.000)	Loss 7.111 (7.111)	Prec@1 0.000 (0.000)	Prec@5 0.391 (0.391)	LR: 4.00E-06
[11-04 19:56:33] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[50/5005]	Batch Time 0.220 (0.210)	Data Time 0.048 (0.048)	Loss 7.116 (7.089)	Prec@1 0.000 (0.092)	Prec@5 0.781 (0.582)	LR: 2.04E-04
[11-04 19:56:43] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[100/5005]	Batch Time 0.217 (0.210)	Data Time 0.015 (0.036)	Loss 6.990 (7.065)	Prec@1 0.000 (0.097)	Prec@5 1.172 (0.553)	LR: 4.04E-04
[11-04 19:56:54] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[150/5005]	Batch Time 0.202 (0.210)	Data Time 0.026 (0.031)	Loss 7.026 (7.040)	Prec@1 0.391 (0.096)	Prec@5 0.781 (0.556)	LR: 6.04E-04
[11-04 19:57:04] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[200/5005]	Batch Time 0.237 (0.208)	Data Time 0.021 (0.029)	Loss 6.970 (7.023)	Prec@1 0.391 (0.101)	Prec@5 0.781 (0.540)	LR: 8.03E-04
[11-04 19:57:14] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[250/5005]	Batch Time 0.204 (0.208)	Data Time 0.015 (0.028)	Loss 6.986 (7.014)	Prec@1 0.391 (0.096)	Prec@5 0.781 (0.548)	LR: 1.00E-03
[11-04 19:57:25] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[300/5005]	Batch Time 0.194 (0.207)	Data Time 0.020 (0.027)	Loss 6.988 (7.009)	Prec@1 0.000 (0.097)	Prec@5 0.000 (0.563)	LR: 1.20E-03
[11-04 19:57:35] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[350/5005]	Batch Time 0.174 (0.207)	Data Time 0.030 (0.028)	Loss 6.981 (7.009)	Prec@1 0.000 (0.103)	Prec@5 0.781 (0.583)	LR: 1.40E-03
[11-04 19:57:45] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[400/5005]	Batch Time 0.198 (0.206)	Data Time 0.068 (0.028)	Loss 7.038 (7.009)	Prec@1 0.391 (0.113)	Prec@5 0.391 (0.604)	LR: 1.60E-03
[11-04 19:57:55] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[450/5005]	Batch Time 0.214 (0.206)	Data Time 0.029 (0.029)	Loss 7.027 (7.011)	Prec@1 0.000 (0.116)	Prec@5 0.781 (0.618)	LR: 1.80E-03
[11-04 19:58:05] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[500/5005]	Batch Time 0.192 (0.206)	Data Time 0.028 (0.029)	Loss 7.142 (7.013)	Prec@1 0.000 (0.120)	Prec@5 0.391 (0.623)	LR: 2.00E-03
[11-04 19:58:16] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[550/5005]	Batch Time 0.213 (0.207)	Data Time 0.018 (0.028)	Loss 6.986 (7.017)	Prec@1 0.000 (0.120)	Prec@5 0.781 (0.629)	LR: 2.20E-03
[11-04 19:58:26] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[600/5005]	Batch Time 0.209 (0.207)	Data Time 0.025 (0.028)	Loss 7.090 (7.020)	Prec@1 0.000 (0.121)	Prec@5 0.000 (0.633)	LR: 2.40E-03
[11-04 19:58:37] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[650/5005]	Batch Time 0.220 (0.207)	Data Time 0.027 (0.028)	Loss 7.056 (7.023)	Prec@1 0.000 (0.119)	Prec@5 0.391 (0.621)	LR: 2.60E-03
[11-04 19:58:47] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[700/5005]	Batch Time 0.204 (0.206)	Data Time 0.026 (0.028)	Loss 7.171 (7.026)	Prec@1 0.000 (0.119)	Prec@5 0.781 (0.631)	LR: 2.80E-03
[11-04 19:58:57] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[750/5005]	Batch Time 0.208 (0.206)	Data Time 0.023 (0.027)	Loss 7.002 (7.028)	Prec@1 0.391 (0.122)	Prec@5 1.172 (0.631)	LR: 3.00E-03
[11-04 19:59:07] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[800/5005]	Batch Time 0.206 (0.206)	Data Time 0.027 (0.027)	Loss 7.078 (7.030)	Prec@1 0.000 (0.125)	Prec@5 0.781 (0.635)	LR: 3.20E-03
[11-04 19:59:17] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[850/5005]	Batch Time 0.079 (0.206)	Data Time 0.024 (0.027)	Loss 7.079 (7.031)	Prec@1 0.000 (0.130)	Prec@5 0.391 (0.652)	LR: 3.40E-03
[11-04 19:59:27] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[900/5005]	Batch Time 0.208 (0.205)	Data Time 0.129 (0.031)	Loss 7.135 (7.031)	Prec@1 0.391 (0.134)	Prec@5 0.781 (0.662)	LR: 3.60E-03
[11-04 19:59:37] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[950/5005]	Batch Time 0.204 (0.205)	Data Time 0.025 (0.031)	Loss 6.985 (7.030)	Prec@1 0.391 (0.137)	Prec@5 0.781 (0.675)	LR: 3.80E-03
[11-04 19:59:47] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1000/5005]	Batch Time 0.189 (0.205)	Data Time 0.032 (0.031)	Loss 6.935 (7.028)	Prec@1 0.000 (0.139)	Prec@5 0.391 (0.690)	LR: 4.00E-03
[11-04 19:59:57] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1050/5005]	Batch Time 0.202 (0.205)	Data Time 0.026 (0.031)	Loss 6.995 (7.026)	Prec@1 0.000 (0.141)	Prec@5 0.781 (0.704)	LR: 4.20E-03
[11-04 20:00:08] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1100/5005]	Batch Time 0.203 (0.205)	Data Time 0.141 (0.032)	Loss 6.901 (7.023)	Prec@1 0.000 (0.148)	Prec@5 0.781 (0.722)	LR: 4.40E-03
[11-04 20:00:18] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1150/5005]	Batch Time 0.208 (0.205)	Data Time 0.155 (0.037)	Loss 6.979 (7.019)	Prec@1 0.391 (0.151)	Prec@5 0.391 (0.743)	LR: 4.60E-03
[11-04 20:00:28] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1200/5005]	Batch Time 0.192 (0.204)	Data Time 0.063 (0.040)	Loss 6.871 (7.015)	Prec@1 0.391 (0.159)	Prec@5 1.172 (0.765)	LR: 4.80E-03
[11-04 20:00:38] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1250/5005]	Batch Time 0.208 (0.204)	Data Time 0.122 (0.044)	Loss 6.838 (7.011)	Prec@1 0.391 (0.165)	Prec@5 1.172 (0.791)	LR: 5.00E-03
[11-04 20:00:48] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1300/5005]	Batch Time 0.184 (0.204)	Data Time 0.126 (0.046)	Loss 6.896 (7.005)	Prec@1 0.000 (0.169)	Prec@5 1.172 (0.817)	LR: 5.20E-03
[11-04 20:00:58] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1350/5005]	Batch Time 0.214 (0.204)	Data Time 0.145 (0.050)	Loss 6.826 (6.999)	Prec@1 0.391 (0.180)	Prec@5 2.344 (0.849)	LR: 5.40E-03
[11-04 20:01:08] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1400/5005]	Batch Time 0.201 (0.204)	Data Time 0.142 (0.053)	Loss 6.812 (6.993)	Prec@1 0.781 (0.190)	Prec@5 2.344 (0.883)	LR: 5.60E-03
[11-04 20:01:18] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1450/5005]	Batch Time 0.206 (0.204)	Data Time 0.019 (0.055)	Loss 6.821 (6.986)	Prec@1 0.781 (0.194)	Prec@5 3.516 (0.914)	LR: 5.80E-03
[11-04 20:01:29] p23715 {train_imagenet.py:343} INFO - Epoch[0/90] It[1500/5005]	Batch Time 0.216 (0.204)	Data Time 0.162 (0.056)	Loss 6.748 (6.980)	Prec@1 0.000 (0.200)	Prec@5 1.953 (0.941)	LR: 6.00E-03
